company,Name ,Date,Review,Resolution against customer complaint,Source
vogo,Deva vivek,30-Jan-20,This app is actually good for all. who knows technology very well this is easy to use and consumes less sufficient amount. Thank you for implementing this app,"Hi Deva vivek Awesome to hear this. Thank you so much for appreciating our services. We look forward to continue serving you better and making your everyday travels simpler. Enjoy riding and supporting us Best, Team VOGO.",Google Play Store
vogo,srimanth d s,12-Feb-20,"Few weeks back I had rated 1 as the money for two rides got debited twice and no action was taken from customer support even after multiple calling and raising requests, but after 4 weeks they finally credited the money back and now I only pay after the ride. I have changed my rating to 4 now because I like vogo service and I rely upon it for my daily commute. I am just not happy with customer service, hence given it 4 now","Hi Srimanth, Apologies for the inconvenience caused, we are keen to know what went wrong. Please write to us at help@vogo.in with your Booking id and related details, so that we can fix whatever went wrong at the earliest. Kindly consider another chance for VOGO to serve you better. Regards, Team VOGO.",Google Play Store
vogo,Tohid Parvez,16-Mar-20,The app is must for everyone in Bangalore its so convenient and affordable bike ride and best part is self drive no driver dependency is there,"Hi Tohid, Thank you so much for appreciating our economical tariffs and services. We love to hear this. For any feedback or suggestions, please write to us at help@vogo.in. We will be happy to hear from you. Enjoy riding and supporting us! Best, Team VOGO.",Google Play Store
vogo,Jyothikumar Maacherla,23-Feb-20,I was using VoGo when I was in Bangalore. And I moved out of Bangalore and not using VoGo. But why is there no option to withdraw the deposit amount? Do I have to visit Bangalore to withdraw the deposit amount?,"Dear Jyothikumar, Really sorry for the inconvenience caused. We urge you to please share the registered contact details at help@vogo.in, so that we can get this checked with the team. Looking forward to serving you better. Best, Team VOGO.",Google Play Store
vogo,raja shekar,25-Feb-20,"Very good, In some areas are no signal connectivity On that time increse the pause time Other were signal connect we dont know Up to signal we can push bike","Hi Raja, Sorry for the hassle caused to you. We understand your concern, and we are constantly improving our product and the user experience associated with our app. Please drop us an email with your details at help@vogo.in, we are here to help you. Best, Team VOGO.",Google Play Store
vogo,Amit Joshi,4-Feb-20,Bikes at station have lots of issues. Even if you see 15 bikes at station no guarantee that any bike is available to book. Maintainence of bikes is zero. This way you will loose customers. Good initiatives going in vain.,"Hey Amit, We always ensure that the bikes are in a well-maintained condition and with fuel, and we are sorry if you did not find the same. We will ensure to reexamine the bike condition henceforth. Kindly consider another chance for VOGO to serve you better. Regards, Team VOGO.",Google Play Store
vogo,Md Abrar,5-Mar-20,"Worst app dnt install they will take 200 deposit then again and again they will tel to pay the bill ,I already payed 3times again they are telling to pay","Hey Abrar, Really sorry to hear that. We will need to look into this on priority. Could you please share your details at help@vogo.in or call us at 080-68221100, so that we can get to the bottom and fix this at the earliest. Please consider another chance for VOGO to serve you better. Best, Team VOGO.",Google Play Store
vogo,ROHIT P,7-Mar-20,"Very useful in q City like Bangalore, way cheaper and best service , would recommend you all to try","Hi Rohit! Thank you for taking the time out to provide us with positive feedback, we appreciate it. We believe it keeping no stone unturned when it comes to ensuring that the customers are happy with our services. Enjoy riding with Vogo and thanks for supporting us. Best, Team VOGO.",Google Play Store
vogo,Andy Raman,25-Feb-20,"Totally cheating scam customer service, monthly rental user. No help from email, phone number... All fake promises before the purchase of the subscription","Hi Andy, Sorry for the hassle caused, as you have dropped an email, the team will validate and get in touch with you soon. Looking forward to serving you better. Best, Team VOGO.",Google Play Store
vogo,SS consultants,12-Feb-20,Need to add few pick up and drop locations . . .All the Best,"Hey dear, Sorry to disappoint you, we are indeed expanding, which may take some time. Until then you can use our services from the nearby Vogo station. Looking forward to serving you you soon. Best, Team VOGO.",Google Play Store
vogo,Hari harish,9-Mar-20,Worst application no details.money is debited automatic.....worst dont use this use bounce,"Hey Hari, Thank you for reaching us. That's odd. We will need to look into this on priority. Kindly update the app. to the new version and try, if the issue persists, we urge you to call us on 080-68221100, so that we can address this and resolve it at the earliest. Best, Team VOGO.",Google Play Store
vogo,Anil Allam,10-Mar-20,"Warost experience...today.. Vehicle not unlocked but ride is started We do cancel ..but not supported to ride cancel... customer care also not responding the call....I loss of my money with out ride.....nd waste of time ,,,,,,,,very very very bad experience with vogo","Hey Anil, We are extremely sorry to disappoint you. We will need to look at this at priority. Could you please share your booking details at help@vogo.in, so that we can verify and make your experience satisfactory. Kindly consider another chance for VOGO to serve you better. Best, Team VOGO.",Google Play Store
vogo,Himanshu Chachra,8-Feb-20,Recently closed many Vogo stations including the one near my office (Phoenix Marketcity - 560048). This has made it unfeasible to use Vogo for my office commute. Also need a way to see fuel before booking a ride.,"Hey Himanshu, Sorry to disappoint you, we are expanding, which may take some time. Until then you can use our services from the nearby Vogo station. For any feedback or queries, please feel free to reach us on 080-68221100, we will be glad to hear from you. Looking forward to serving you you soon. Best, Team VOGO.",Google Play Store
vogo,Abhishek Agarwal,24-Mar-20,"1st thing Bounce bikes are way better. Vogo 2 W are not as per the traffic guidelines. I booked a vogo and within 2 min i was fined for not having the front no.plate. They dont even provide helmets with the 2W, neither to the rider nor to the pillion rider . They dont even have the required documentations in the vehicle. No low fuel headsup. I dont know how the government is allowing such startups who flout traffic rules like this. Pathetic service.","Hey Abhishek, We always ensure that the bikes are in a well-maintained condition and with fuel, and we are sorry if you did not find the same. We are keen to know more about it, in order to have it fixed, please send us an email at help@vogo.in. Kindly consider another chance for VOGO to serve you better. Regards, Team VOGO.",Google Play Store
vogo,Padmavathi Tirumalaraju,13-Feb-20,I didnt like this app because when we open app it saying service unaivabla unavailable app is not opening also just it is saying service unavailable,"Hi Padmavathi, We understand you and we are indeed expanding, which may take some time. In case of any queries, please drop an email to us at help@vogo.in. Please do consider giving another chance to VOGO to serve you better. Best, Team VOGO.",Google Play Store
vogo,Bilal Sayed,25-Feb-20,Worst service ever ! No proper vehicles and the charges are extremely high ! The bounce has better bike condition and pricing compare to vogo .,"Hi Bilal! We always ensure that the bikes are in a well-maintained condition and with fuel, and we are sorry if you did not find the same. We are keen to know more about it, in order to have it fixed, please send us an email at help@vogo.in. Kindly consider another chance for VOGO to serve you better. Regards, Team VOGO.",Google Play Store
vogo,dinesh Sanku,2-Mar-20,Worst app I didn't use the bike but it charged 200rs while trying to unlock the bike,"Hi Dinesh, We are extremely sorry to disappoint you. We will need to look at this at priority. Could you please share your booking details at help@vogo.in, so that we can verify and make your experience satisfactory. Kindly consider another chance for VOGO to serve you better. Best, Team VOGO.",Google Play Store
vogo,Yuvaraju Vallekar,16-Feb-20,"i have enjoyed all the rides before, but now if i want to get a ride,they are asking us to get own helmets, they are not even providing single helmet. Do we need to buy a new helmet in order to get a vogo bike ride?","Hi Yuvaraju, We are sorry for the inconvenience caused.We'd request you to please write to us at help@vogo.in with your registered mobile number. Our support team shall get in touch with you regarding your concerns. Best, Team Vogo",Google Play Store
vogo,vishal chakor,14-Mar-20,Creepy app and bike which can not provide a single helmet... uninstalled app...rubbish,"Hi Vishal, We are extremely sorry for the hassle caused. We will work on adding an ample number of the helmet. Although it may take some time we will certainly take this up to our product team. Kindly consider another chance for VOGO to serve you better. Best, Team VOGO.",Google Play Store
vogo,Manobhav Jain,14-Feb-20,"An overall usefull service, but why have you guys removed the feature of showing the count of available scooties at vogo station? As of now I can never know if there is an available scooty at the station or not.","Hey Manobhav, Thank you for your valuable feedback. We believe in leaving no stones unturned, and surely want to earn 5-stars ratings from you, thus, we will surely work on it. Please keep riding with us! Best, Team VOGO.",Google Play Store
vogo,Sreekar V,28-Feb-20,I don't see number of vehicles available at the station like 3+ on one plus phones please released that it would be helpful,"Hey Sreekar, Sorry to hear that. We will need to look into this on priority, We urge you to call us on 080-68221100 or share the screenshot and screen record of the error at help@vogo.in, so that we can address this and resolve it at the earliest. Looking forward to serving you better. Best, Team VOGO.",Google Play Store
vogo,Pranav Kumar Roy,7-Mar-20,Paid 200rs to activate the app. But the amount has been debited from my account and my complaints are not being responded. Do something asap. Not a trustworthy app. I am a new customer and you guys are treat your customers this way.,"Dear Pranav, Really sorry for the inconvenience caused. We urge you to please share the registered contact details at help@vogo.in, so that we can get this checked with our Tech team. Looking forward to serving you better. Best, Team VOGO.",Google Play Store
vogo,Drgokul Raaj,13-Mar-20,Worst app.... Don't download this and waste your space and data..... Not even logining to,"Hi Drgokul, It's really unfortunate that you had a bad experience with us, we are keen to know what went wrong, as we wish to make your experience satisfactory. Please share your concerns at help@vogo.in. Kindly consider another chance for VOGO to serve you better. Best, Team VOGO.",Google Play Store
vogo,Sumanth Devadiga,9-Mar-20,Server is too slow I am not been able to unlock the ride worst app ever,"Dear Sumanth, Apologies for the inconvenience caused. We need to look at this at priority, hence we urge you to mail your booking details at help@vogo.in, so that we can take a closer look and make your experience satisfactory. Kindly consider another chance for VOGO to serve you better. Best, Team VOGO.",Google Play Store
vogo,kushagra Yadav,16-Mar-20,"Vogo is good but Worst customer support , they talk like you owe some money from them, very rude. I have been using vogo from last 1.5 years but this time I had very bad experience with it. So i am just uninstalling and switch to some other option available bcz of your customer support.","Hi Kushagra, Apologies for the inconvenience caused, we are keen to know what went wrong. Please write to us at help@vogo.in with your Booking id and related details, so that we can fix whatever went wrong at the earliest. Kindly consider another chance for VOGO to serve you better. Regards, Team VOGO.",Google Play Store
vogo,Reshma Teeka,1-Feb-20,Worst ever app.. I dont understand what's the issue with my driving License n y it is not getting uploaded,"Hey Reshma, Really sorry to hear that. We will need to look into this on priority. Could you please call us on 080-68221100 or share your details at help@vogo.in, so that we can resolve this at the earliest and make your experience satisfactory. Kindly consider another chance for VOGO to serve you better. Best, Team VOGO.",Google Play Store
vogo,Prashant,25-Feb-20,Worst app facing lot of issues no customer support no body will care they just want money,"Hey Prashant, It's really unfortunate that you had a bad experience with us, we are keen to know your feedback, as we wish to make your experience satisfactory. Please share your concerns at help@vogo.in, so we can investigate further and fix this at the earliest. Kindly consider another chance for VOGO to serve you better. Best, Team VOGO.",Google Play Store
vogo,Fayad Dv,24-Feb-20,"Hell of a customer support. I lost my helmet because the bike seat does not open. It was jammed. Called support, they said there's nothing they can do. Next time I produced a manual bill for fuelling the bike, which they dint consider. Don't they know, it's quite Indian norm. Only thing good about vogo was reliability. I guess there r other options in the market. End!!!!","Hey Fayad, Please accept our sincere apologies for the inconvenience caused. We urge you to please share the related details at help@vogo.in so that we can verify the same and assist you at the earliest. Looking forward to serving you better. Best, Team VOGO.",Google Play Store
vogo,Prasanth dasari,6-Mar-20,For the first 2-3 rides it was fine but for my last ride i have been charged for 128km which is not even possible....i just travelled around 30-40km but these guys have looted money.......worst thing was they dont have a proper customer care service..... Totally dissappointed 😕😕😕,"Hi Prasanth, Sorry to hear that. We will need to look into this on priority, We urge you to call us on 080-68221100 or drop a mail to help@vogo.in so that we can address this and resolve it at the earliest. Looking forward to serving you better. Best, Team VOGO.",Google Play Store
vogo,Vigu Antony,25-Jan-20,I have an issue with the app. When ever I pause my ride after some time it automatically resumes my ride please fix it... And the major one is I need to drop the vehicle back to the point where I picked up is bit of time consuming. Please change the options 🙏 like once done with the ride we can park it in safe parking this my request.,"Hey Vigu, Sorry for the inconvenience caused. We understand your concern, We are constantly improving our product and the user experience associated with our app. Although we can't commit on anything at the moment we will certainly take this up as a feature requirement and pass on the feedback to our product team. Best, Team VOGO.",Google Play Store
vogo,Shubh Patodi,3-Feb-20,"Do not use this service, They do not provide helmets with the bike. It's not safe to ride this bike. If you are caught without the helmet, you have to bear the fine.","Hey Shubh, We understand you and your safety is of utmost importance to us, and we are committed to ensuring a seamless VOGO experience to all our customers. Although it may take some time, we will rearrange the availability of an ample number of helmets at all the points so that you don't face this issue henceforth. Best, Team VOGO.",Google Play Store
vogo,Dilip Gurumurthy,9-Feb-20,"Thank goodness VOGO is in my locality. It's for everyone, anytime, anyday! The prices are most affordable and the quality of bikes are good too. I hope they expand to cars soon. Good luck!","Hi Dilip, Amazing to know this, your appreciation means a lot to us. Please continue to spread the word among friends. Meanwhile, if there are any suggestions please drop an email at help@vogo.in, we will be happy to hear from you. Please keep riding with us. Best, Team VOGO.",Google Play Store
vogo,padakanti vamshikrishna,15-Feb-20,Worst app i have booked a bike for 15days on dec 21 and returned on 28dec as the executive has informed me that i can return in between and you will get refund of the money.so i was not needed bike and i returned it i did not get refund till now.,"Hey Padakanti, Extremely sorry to disappoint you. We'll need to look at this at priority. Kindly share your booking details and your concern at help@vogo.in or call us on our helpline no. 080-68221100, so that we can verify the details and make your experience satisfactory. We are always here to help you. Best, Team VOGO.",Google Play Store
vogo,Rajat Sinnur,30-Jan-20,The worst rental app I've ever used in my entire life. I wud have mentioned the flaw if there were one or two but then entire app sucks. Keeps asking me to turn on my location even though it's already on. Asks me for a min balance of 200 when linked to paytm and then when I take a ride worth 100 or so and yet I have a 100 left in my account but the next time i take a ride I'll have to put one more 100 it seems. And the condition of the scooters are the worst.,"Hey Rajat Sorry for the inconvenience caused. We understand your concern, We are constantly improving our product and the user experience associated with our app. Although we can't commit on anything at the moment we will certainly take this up as a feature requirement and pass on the feedback to our product team. Best, Team VOGO.",Google Play Store
vogo,harry potter,12-Feb-20,My fuel refund is not yet credited even after providing bill And there is no response also after 5 days,"Hello there, Please accept our sincere apologies for the trouble. We urge you to please share the refund details at help@vogo.in, so that we can verify the same and assist you at the earliest. Looking forward to serving you better. Best, Team VOGO.",Google Play Store
vogo,sushmitha chowdary,17-Mar-20,Worst experience bike doesn't have a horn brakes and mirrors and to ride we need to maintain 200 balance but it got debited twice still I cannot activate the payment method,"Hi Sushmitha! We always ensure that the bikes are in a well-maintained condition and with fuel, and we are sorry if you did not find the same. We are keen to know more about it, in order to have it fixed, please send us an email at help@vogo.in. Kindly consider another chance for VOGO to serve you better. Regards, Team VOGO.",Google Play Store
vogo,Aditya Pakharia,2-Mar-20,"Why the ONE rating here...!! Must read... . 3 tickets raised in last 30 hours... Every support executive just here with one statment ""We have raised the ticket and escalated the issue..our team will call you back in 15 minutes"" anything else I can help you with !!!! . And the last support executive said...wait for 48 Hours..!! I have take the long term rental for 15 days...just TRIED ... Initially u guys ....came wd we plans and 24x7 support...for anything.. . Out of 15 2days already gone..","Hey Aditya, Apologies for the inconvenience caused. That's odd. We will need to look into this on priority, we urge you to please drop us an email at help@vogo.in, so that we can address this and make your experience better. Looking forward to serving you soon. Best, Team VOGO.",Google Play Store
vogo,Ramaj sap,31-Jan-20,Excellent service. Very economical compared to autos. Vechicles in very good condition. Only thing need more Vogo Zones,"Hi Ramaj We are really glad to hear this. Thank you for appreciating our services. We look forward to continue serving you better and making your everyday travels simpler we are indeed expanding, Looking forward to upcoming rides with you. Best, Team VOGO.",Google Play Store
vogo,STRONGKAR TUBE,7-Jan-20,"Hi, i am verry disappointed by vogo. Every times the paytm is unlinked from the app and they are delayed the refund deposit also. They ui has a lots off problem. Some times its suggest the scootys and some time not. The help support is also too bad. Please solve the issues very soon. Many scooties r damaged and no fuel also and all scopty fuel meters are useless. And many places in vogo station there is no guied. Please check the issuses and resolve it","Hi dear! We always ensure that the bikes are in a well-maintained condition and with fuel, and we are sorry if you did not find the same. We are keen to know more about it, in order to have it fixed, please send us an email at help@vogo.in. Kindly consider another chance for VOGO to serve you better. Regards, Team VOGO.",Google Play Store
vogo,Sarvani M,15-Feb-20,Excellent service But helmet should be provided.,"Hi Sarvani, We are really sorry to disappoint you. Your safety is of utmost importance to us, and we are committed to ensuring a seamless VOGO experience to all our customers. Although it may take some time, we will rearrange the availability of an ample number of helmets. Please share the location details at help@vogo.in. Best, Team VOGO.",Google Play Store
vogo,Bal mukund kumar,10-Mar-20,Very good condition of scooty and good for riding thank you for providing scooty.,"Hi Bal, Thank you so much for your kind words, we are indeed expanding, which may take some time. In case of any queries, please drop an email to us at help@vogo.in. Please do consider giving another chance to VOGO to serve you better. Best, Team VOGO.",Google Play Store
vogo,Abhishek Kumar,29-Jan-20,Poor customer support & i travelled couple of km and there is no vehicle available on the spot where as application is showing couple of bike available in the spot,"Hey Abhishek Thank you for your valuable feedback. We are constantly improving our product and the user experience associated with our services. Although we can't commit on anything at the moment we will certainly take this up as feedback to our product team. Please continue your support and keep riding with us! Best, Team VOGO.",Google Play Store
vogo,FantasyFreak Mahi7,30-Jan-20,"Vogo which is there in Nagasandra Circle, Karur Vysya Bank is worst. Just remove from there it is useless. No one will be there to look after and all the vehicles which will be kept in last row will be unavailable when scanned!!!","Hello Karthik Sorry to know that you had to go through an unpleasant experience, we are constantly improving on our services, we will definitely pass this feedback to our operations team. Also re-examine the vehicle condition henceforth and ensure a regular servicing to serve you better Best, Team VOGO.",Google Play Store
vogo,Elangovan Mani,24-Nov-19,I am going to give a 5 star rating as I have used your services multiple times. However like others I have also faced multitude of issues. Unable to check the fuel at the time of booking the ride (Maybe you should remove the bike from the list if the fuel is low? You already have the technology to disable us from booking a bike with an issue. Why not this?). Unable to end the ride even though I am at the vogo point (Ever heard of Bluetooth beacons?). Availability of helmets.,"Hey Mani, Thanks for your valuable feedback. We understand your concern, We are constantly improving our product and the user experience associated with our app. We will certainly take this up to our product team, to ensure that you have a seamless experience in the future. Looking forward to serving you again. Best, Team VOGO.",Google Play Store
vogo,Shailesh Kaushik,28-Nov-19,Bad experience. Prices are not at all competitive. Helmet is almost never there while you pick the vehicle. And most disappointing for me is that fuel bill was not reimbursed. I keep raising the issue but receive no response at all. One good thing is that I found the quality of vehicles better than other few apps.,"Hi Shailesh, Apologies for the trouble. We urge you to please share the refund details at help@vogo.in so that we can verify the same and assist you at the earliest. Also, we will rearrange the availability of an ample number of helmets, as your safety is of utmost importance to us. Looking forward to serving you better. Best, Team VOGO.",Google Play Store
vogo,SR Creations,18-Feb-20,Very very worst cost and service also.... I think Bounce is Best app,"Hi there, We are here to help you. We are keen to know what went wrong, so we can have it fixed. Please send us an email at help@vogo.in, we will check and assist you. Please consider another chance for VOGO to serve you better. Best, Team VOGO.",Google Play Store
vogo,Suraj Mahto,17-Feb-20,Helmet not provided by vogo. I don't like this. Others providing helmet with scooter. If traffic police will charge fine then who will pay for not having helmet. Otherwise we have to carry helmet if we don't want to pay fine.,"Hey Suraj, Our sincere apologies for the inconvenience caused. We understand your concern and your safety is of utmost importance to us, hence we will try to add an ample number of helmets, which may take some time. Thanks for your valuable feedback. Best, Team VOGO.",Google Play Store
vogo,Rakesh Ojha,18-Mar-20,Facing lots of issues,"Hey Rakesh, It's really unfortunate that you had a bad experience with us, we are keen to know what went wrong, as we wish to make your experience satisfactory. Please share your concerns at help@vogo.in, so we can investigate further and fix this at the earliest. Kindly consider another chance for VOGO to serve you better. Best, Team VOGO.",Google Play Store
vogo,Venkat Aduri,13-Oct-19,This app and service does not deserve more than 1 star. Today I used this first time because I was in need to bike. It showed me there is bike in 8 mins walking distance on a pickup spot. I took auto to that location and guess what there is pick up point. I wasted my money and time. Truly fraud and disgusting company. I will never ever using this again.,"Hey Venkat, We are extremely sorry for the inconvenience caused. We try our best to have our services ready for our customers. Please share your concern and location details over an email at help@vogo.in, so that we can get to the bottom of this. Kindly consider another chance for VOGO to serve you better. Best, Team VOGO",Google Play Store
vogo,Shrihari Kulkarni,29-Nov-19,"There's no use of this app because of lot of things: 1. I cannot see the vogo zones in the map. I have to keep searching for the drop location and then it shows automatically. Thats one worst thing. 2. Hahaha come on, i have to walk for 11 mins and then pick this bike and then drop the bike and walk for 19 mins?? Who does that kind of exercise? That's horrible. 3. The drop zones are not feasible to lot of users. So far people have been told its not useful.","Hey Shrihari, Our sincere apologies for the hassle. We try to be accurate about our station location through the GPS on our app and are constantly working on providing the best to our valuable customers. Although, we can't commit to anything at the moment we'll certainly pass on the feedback to our operations team. Best, Team VOGO.",Google Play Store
vogo,Keshav Chandra,11-Feb-20,"The bikes are in worst condition,and no proper customer service at all.its better to use bounce than this","Hi Keshav! We always ensure that the bikes are in a well-maintained condition and with fuel, and we are sorry if you did not find the same. We urge you to please drop us an email at help@vogo.in or call us on 080-68221100, so that we can address this and make your experience better. Looking forward to serving you soon. Best, Team VOGO.",Google Play Store
vogo,Ashish Goyal,19-Oct-19,"Does not work on Android 10/OnePlus 7T. Installation fails with error - something went wrong. All known troubleshooting steps of retry, clear, reboot, reinstall did not help. The service is very good though. App used to work well on my old phone. . The app started working after few hours. Installation went well and i could log in eventually. . Updating review back to reflect top ratings.","Hey Ashish, It is great to know that, please drop an email to us if in case of any further assistance required. We are always here to help you. Have a safe and pleasant ride with VOGO! Best, Team VOGO.",Google Play Store
vogo,kris V,19-Nov-19,"Had several issues and waste of time. Not so user friendly for 1st time users. 1. Took several attempts to upload the license. No proper error message displayed as to why it failed. 2. No helmet in bike and when i tried to end the ride, it says i am not at vogo station which was very silly and unable to end despite several attempts. Wasted over 30mins on this. No one at vogo station to help. 3. Finally had to call customer support to end the ride who said helmets are not provided these days.","Hi Kris, Sorry for the trouble caused, this is certainly not the kind of experience we want you to have. We'll need to look into the end ride issue, please drop an email to us at help@vogo, we'll have it sorted at the earliest. Kindly consider giving us another chance to serve you. Best, Team VOGO.",Google Play Store
vogo,Arundhati Pal,26-Oct-19,"Very very poorly maintained bikes. At least in electronic City area. Also bikes are damaged with loose parts..and the executives at the electronic City station are least bothered to fix the vehicles. They will not tell you which is damaged or has any issues. They will only sit there and smoke, and be on their phones. Very apathetic. I am one of the first users and have been a regular user since. But the quality of services is decreasing so bad. I am writing this review after my 3rd accident","Hi Arundhati, We're extremely sorry for the hassle caused. We try to provide the best quality vehicles to our customers for an easy and comfortable ride. However, we will re-examine the vehicle condition henceforth. Kindly write to us at help@vogo.in, so that we can investigate further regarding the charges and get back to you. Best, Team VOGO.",Google Play Store
vogo,Prithivi Raj,22-Jan-20,"Regular maintenance of vehicles would better the service. Also, make provisions for QR tag on helmets and unless it is also returned after ride, say 200 would be deducted from paytm account. Riding without helmets is very frightening on out roads.","Hi Prithivi, Thank you for your wonderful feedback, we will share the same with the respective department right away. We look forward to continue serving you better and making your everyday travels simpler! Looking forward to serving you again! Best, Team VOGO.",Google Play Store
vogo,chaitanya reddy,17-Nov-19,"Really disappointed by the maintenance and service in recent times. Many a times the vogo bikes don't have enough petrol to go to atleast nearby places. And with this new update of automatically on/off system through app , we are not able to check the vehicle fuel before booking. On reporting this issue with the service person of that area, he has responded like end the ride and take another vehicle. By doing this your app is charging minimum charges(25 rs), which is a waste of customer money.","Hey Chaitanya, We are extremely sorry to disappoint you. We will need to look at this at priority. Could you please share your booking details at help@vogo.in, we will also reexamine the condition of the vehicle and ensure to serve you better. Kindly consider another chance for VOGO to serve you better. Best, Team VOGO.",Google Play Store
Bounce,Chethan Gowda,April 23 2019 ,No response from customer care for my complaint on excess fare deduction.,,facebook
Bounce,Karthik Mani,feb 28 2020,no solution from customer care. Lost money on refuelling,,facebook
Bounce,Kiran Kumar,march 4 2020,no solution from customer care. Lost money on refuelling,I got a notification saying you refueling request has been rejected and later when I contact customer care they say they don't find any request for refueling,facebook
Bounce,Pardeep Sharma,march 10 2020,got messge to pay penalty for helmet when there was no helmet in bike. Most of there bike is not having helmets.,,facebook
Bounce,Shahid Rawa,march 10 2020,charged Rs 195 for 2.7 kms . wrote multiple to customer care yet the issue has not been resolved.,,facebook
Bounce,Yatish Kuruba,march 14 2020,charged extra.For 2 kilometers they have charged 654 ruppes.,,facebook
Bounce,Soham Datta ,November 8 2018,Worst behaviour with the customers,,facebook
Bounce,Animesh Jain,August 14 2017,"I didn't get the vehicle I have booked. The payment was made. I even called the service center before picking up the vehicle from location. On confirmation from call center executive, I went to pick the vehicle and to my surprise the vehicle was not there.",,facebook
Bounce,Mohit Kanoria,May 26 2017,Cheap and Best. The concept of Pick-up anywhere and Drop anywhere is fantastic.,,facebook
Bounce,Kaustav Ghosh,dec 17 2017,panalized in the name of delayed delivery.,,facebook
Bounce,Nagarjuna Kv,January 30 2018,"Nice bikes and nice service on suitable price. Need more imported bikes.
",,facebook
Bounce,Ashish Bothra,feb 23 2018,Fantastic and effective end to end connectivity. Way to go...,,facebook
Bounce,Kiran V Kiranmedimallasandra,march 4 2020," no proper bikes and almost all bikes damaged.
And nowadays prices become high and many times I'm unable to end the trip...so they will charge more for the trip .",,facebook
Bounce,,,"no proper grievance cell. I would never ever recommend someone for bounce , people can go with vogo or drivezy quite smoothly.",,facebook
Bounce,Vini Gowda,march 16 2020,Worst Experience ....They Charge even if ur not using after booking.,,facebook
Bounce,Ramu Vulli,march 15 2021,they did not provide halment then panelized for not keeping halmet back in the trunk.,,facebook
Bounce,Avinash Dsouza,february 23 2020,"I thought it was a great idea, but market saturation has kicked in and they've to charge more than even autos, safety is a huge concern, the quality of helmet is very poor. ",,facebook
Bounce,Priyanka Patil,"May 26, 2018 ",Worst experience both times. The first time we booked the executive couldn't find out name in the system & the second time when we reached to collect our vehicle they said that there was no booking despite money getting deducted from our account.Metro bikes inefficiency.,investigated,facebook
Bounce,amit kumar,february 18 2020,worst services for ever....very high price,,facebook
Bounce,hussain Ali,february 21 2018,Very quick to sign and off you go. Even quick when you complete the ride. Good one!,,facebook
Bounce,Murthy SN,february 26 2018,Had a good experience and very much time consumption.,,facebook
Bounce,Umar Farooq Khan,march 8 2020,I recommend not to hire any bounce for 12 kms they have charged 370 rs from my walet i have raised a complaint still no response from last two days,,facebook
Bounce,Rajesh Guguloth,february 21 2018,Great service to travel in the busy traffic of Bangalore. Such a relief in Bangalore. Made commute easy.,,facebook
Bounce,Sayon Sarkar,march 2 2020,Turned out to be a very expensive means of transport in last 4-5 months after they had increased their rated enormously with unlock key being ₹9 unnecessarily apart from min charge of ₹19.So its no way an economical means of transport as proposed by the company earlier on.,,facebook
Bounce,Priyabrata Halder,february 1 2020,Worst Service. They now even charging more than auto Rickshaws. And moreover they are stealing money from their customers.,,facebook
Bounce,Shyam Sundar,july 24 2018,One of the outright pathetic services ever.... The worst planning and service ever. Just tried today totally pissed off with their services.,,facebook
Bounce,Shrikar Kulkarni,february 24 2020,"Perfect app for daily short distance commutators! Good affordable prices, well maintained app interface! Perfect!",,facebook
Bounce,Tushar Aher,February 23 2018,great first and last mile connectivity solution. nice concept.,,facebook
Bounce,Bipin Divakar,february 1 2020,"Not recommended, They have been steadily increasing their fare frequently and have started charging additional amounts randomly giving different reasons and none of is informed before hand and is not even listed in their invoice after the ride. Customer service wont have any answer for any questions you ask.",,facebook
Bounce,Nandish Gowda,May 26 2017,Gud concept and gud service,,facebook
Bounce,Arjun Surya,february 1 2020,they charge huge amount for just 1km if I climbed auto they it self will charge just 25 for 2km but bounce charged me 35 for 1 km even then I took that bike but app experience was very bad I can't capture the image and shut the bike it very worst app that I have seen .,,facebook
Bounce,Ajaz Ahmed,march 6 2018,It's good and economic way of transportech for short trips. We can avoid auto rickshaws. Good service by metrobikes. ,,facebook
Bounce,Balraj Ashwath,february 1 2020,Worst experience with bounce. They showed different amount in booking time and they deducted different amount.,,facebook
Bounce,Armugam G Ravi Kumar,february 23 2018,"Experience is good but app has a bug problem where we are not able to upload documents. Rather than that the manual experience near Mysore road metro station was fantastic, guys working are really friendly & helpful in nature.",,facebook
Bounce,teja doran,february 22 2018,There is no bikes available in koramangala which is most likely market for these kind of things and app always gets crshed .,,facebook
Bounce,Shrey Singh,march 15 2018,"Best in town, excellent service and friendly nature staff. ",,facebook
Bounce,Sarvjeet Vimal,february 5 2020,They have come up with a new way to loot their customers by charging parking fine in a fraudulent way . Completely ridiculous.,,facebook
Bounce,Jayakrishnan Mohandas,may 12 2017,unhappy with customer executive.,,facebook
Bounce,Avneesh Jha,january 30 2020,"worst service, I booked 4 vehicle during night time and I couldn't found any vehicle at map location... I almost walked 5 kilometers... they should shut their business... pathetic service…",,facebook
Bounce,nipam hazarika,march 8 2018,It's good service provided by metro bikes people....thanks for helping the citizens,,facebook
Bounce,darshan nagraj,march 8 2019,It's good service metrobikes u guys shld bring out the good vehicles on fleet,,facebook
